time_s,engine.rpm,engine.tps,engine.gear,engine.water_temp,engine.oil_temp,gps.lat,gps.lon,gps.speed,imu.lat_g
23.85,11698,96.8,4,,,,,,-1.389
23.86,11724,96.8,4,,,,,,-1.387
23.87,11714,96.9,4,,,,,,-1.384
23.88,11725,96.9,4,,,,,,-1.381
23.89,11798,97.0,4,,,,,,-1.378
23.90,11766,97.0,4,90.91242077230761,100.84110526666389,33.42467697989997,-111.92874225398015,48.81761537908451,-1.375
23.91,11797,97.1,4,,,,,,-1.372
23.92,11821,97.1,4,,,,,,-1.368
23.93,11804,97.2,4,,,,,,-1.364
23.94,11766,97.3,4,,,,,,-1.360
23.95,11789,97.3,4,,,,,,-1.356
23.96,11787,97.4,4,,,,,,-1.352
23.97,11834,97.4,4,,,,,,-1.347
23.98,11797,97.5,4,,,,,,-1.342
23.99,11789,97.5,4,,,,,,-1.337
24.00,11772,97.6,5,90.79697539052984,100.62645680242542,33.42467022820183,-111.9287472135955,49.02113032590307,-1.331
24.01,11848,97.6,5,,,,,,-1.326
24.02,11840,97.6,5,,,,,,-1.320
24.03,11772,97.7,5,,,,,,-1.314
24.04,11869,97.7,5,,,,,,-1.308
24.05,11826,97.8,5,,,,,,-1.302
24.06,11854,97.8,5,,,,,,-1.295
24.07,11880,97.9,5,,,,,,-1.288
24.08,11881,97.9,5,,,,,,-1.281
24.09,11798,98.0,5,,,,,,-1.274
24.10,11857,98.0,5,90.78530862838133,100.8839097205536,33.424663424937876,-111.92875210223659,49.205873713538864,-1.267
24.11,11886,98.1,5,,,,,,-1.259
24.12,11804,98.1,5,,,,,,-1.251
24.13,11901,98.1,5,,,,,,-1.243
24.14,11827,98.2,5,,,,,,-1.235
24.15,11893,98.2,5,,,,,,-1.227
24.16,11891,98.3,5,,,,,,-1.218
24.17,11850,98.3,5,,,,,,-1.209
24.18,11902,98.4,5,,,,,,-1.201
24.19,11906,98.4,5,,,,,,-1.191
24.20,11842,98.4,5,90.92494711048279,100.89836270376419,33.42465657085415,-111.9287569193673,49.37166322257262,-1.182
24.21,11897,98.5,5,,,,,,-1.173
24.22,11922,98.5,5,,,,,,-1.163
24.23,11836,98.5,5,,,,,,-1.153
24.24,11907,98.6,5,,,,,,-1.143
24.25,11934,98.6,5,,,,,,-1.133
24.26,11899,98.7,5,,,,,,-1.122
24.27,11902,98.7,5,,,,,,-1.112
24.28,11867,98.7,5,,,,,,-1.101
24.29,11950,98.8,5,,,,,,-1.090
24.30,11942,98.8,5,90.89403938703873,100.71791862382162,33.42464966670228,-111.92876166445942,49.51833523877495,-1.079
24.31,11905,98.8,5,,,,,,-1.067
24.32,11868,98.9,5,,,,,,-1.056
24.33,11885,98.9,5,,,,,,-1.044
24.34,11886,98.9,5,,,,,,-1.033
24.35,11920,99.0,5,,,,,,-1.021
24.36,11869,99.0,5,,,,,,-1.008
24.37,11964,99.0,5,,,,,,-0.996
24.38,11895,99.1,5,,,,,,-0.984
24.39,11890,99.1,5,,,,,,-0.971
24.40,11951,99.1,5,91.07383821256253,100.95036542985436,33.42464271323939,-111.92876633699257,49.64574501457378,-0.958
24.41,11914,99.1,5,,,,,,-0.945
24.42,11886,99.2,5,,,,,,-0.932
24.43,11945,99.2,5,,,,,,-0.919
24.44,11980,99.2,5,,,,,,-0.906
24.45,11968,99.3,5,,,,,,-0.892
24.46,11977,99.3,5,,,,,,-0.879
24.47,11981,99.3,5,,,,,,-0.865
24.48,11993,99.3,5,,,,,,-0.851
24.49,11936,99.4,5,,,,,,-0.837
24.50,11995,99.4,5,90.87370903026019,100.67135447870957,33.424635711228014,-111.92877093645436,49.75376681190275,-0.823
24.51,11933,99.4,5,,,,,,-0.809
24.52,11918,99.4,5,,,,,,-0.794
24.53,11922,99.5,5,,,,,,-0.780
24.54,12003,99.5,5,,,,,,-0.765
24.55,11989,99.5,5,,,,,,-0.750
24.56,12008,99.5,5,,,,,,-0.735
24.57,11978,99.5,5,,,,,,-0.720
24.58,11933,99.6,5,,,,,,-0.705
24.59,12014,99.6,5,,,,,,-0.690
24.60,11988,99.6,5,91.09612140250175,100.9639633548534,33.42462866143598,-111.9287754623404,49.84229402628956,-0.674
24.61,11942,99.6,5,,,,,,-0.659
24.62,11980,99.6,5,,,,,,-0.643
24.63,11941,99.7,5,,,,,,-0.628
24.64,11955,99.7,5,,,,,,-0.612
24.65,11995,99.7,5,,,,,,-0.596
24.66,11940,99.7,5,,,,,,-0.580
24.67,12001,99.7,5,,,,,,-0.564
24.68,12025,99.7,5,,,,,,-0.548
24.69,12026,99.8,5,,,,,,-0.532
24.70,11971,99.8,5,91.13137658937545,101.05340025042781,33.424621564636396,-111.92877991415439,49.9112392920616,-0.515
24.71,11937,99.8,5,,,,,,-0.499
24.72,11995,99.8,5,,,,,,-0.483
24.73,12028,99.8,5,,,,,,-0.466
24.74,12033,99.8,5,,,,,,-0.449
24.75,11960,99.8,5,,,,,,-0.433
24.76,11995,99.9,5,,,,,,-0.416
24.77,12033,99.9,5,,,,,,-0.399
24.78,11955,99.9,5,,,,,,-0.382
24.79,12016,99.9,5,,,,,,-0.365
24.80,11966,99.9,5,91.13566262115224,100.75257648505283,33.4246144216075,-111.92878429140814,49.960534568565436,-0.348
24.81,12031,99.9,5,,,,,,-0.331
24.82,11952,99.9,5,,,,,,-0.314
24.83,12015,99.9,5,,,,,,-0.297
24.84,12009,99.9,5,,,,,,-0.280
24.85,12034,99.9,5,,,,,,-0.262
24.86,11991,100.0,5,,,,,,-0.245
24.87,11973,100.0,5,,,,,,-0.228
24.88,11972,100.0,5,,,,,,-0.210
24.89,11954,100.0,5,,,,,,-0.193
24.90,11974,100.0,5,90.79493932492569,100.70396343187757,33.4246072331326,-111.9287885936216,49.99013120731463,-0.175
24.91,11987,100.0,5,,,,,,-0.158
24.92,12022,100.0,5,,,,,,-0.141
24.93,12046,100.0,5,,,,,,-0.123
24.94,12038,100.0,5,,,,,,-0.105
24.95,11999,100.0,5,,,,,,-0.088
24.96,11988,100.0,5,,,,,,-0.070
24.97,12004,100.0,5,,,,,,-0.053
24.98,11960,100.0,5,,,,,,-0.035
24.99,11998,100.0,5,,,,,,-0.018
25.00,12036,100.0,5,91.02109523802953,100.99627898725514,33.4246,-111.92879282032303,50.0,-0.000
25.01,11966,100.0,5,,,,,,0.018
25.02,11957,100.0,5,,,,,,0.035
25.03,12034,100.0,5,,,,,,0.053
25.04,11979,100.0,5,,,,,,0.070
25.05,11981,100.0,5,,,,,,0.088
25.06,12044,100.0,5,,,,,,0.105
25.07,11956,100.0,5,,,,,,0.123
25.08,11966,100.0,5,,,,,,0.141
25.09,11986,100.0,5,,,,,,0.158
25.10,12021,100.0,5,90.98847494785477,101.09856255806773,33.42459272300289,-111.9287969710489,49.99013120731463,0.175
25.11,11957,100.0,5,,,,,,0.193
25.12,12007,100.0,5,,,,,,0.210
25.13,12008,100.0,5,,,,,,0.228
25.14,11994,100.0,5,,,,,,0.245
25.15,11949,99.9,5,,,,,,0.262
25.16,12039,99.9,5,,,,,,0.280
25.17,11961,99.9,5,,,,,,0.297
25.18,12033,99.9,5,,,,,,0.314
25.19,11959,99.9,5,,,,,,0.331
25.20,11952,99.9,5,90.86079267057062,100.83313866280223,33.42458540293928,-111.92880104534403,49.960534568565436,0.348
25.21,12011,99.9,5,,,,,,0.365
25.22,12013,99.9,5,,,,,,0.382
25.23,12013,99.9,5,,,,,,0.399
25.24,11965,99.9,5,,,,,,0.416
25.25,11966,99.8,5,,,,,,0.433
25.26,11960,99.8,5,,,,,,0.449
25.27,11941,99.8,5,,,,,,0.466
25.28,11992,99.8,5,,,,,,0.483
25.29,12017,99.8,5,,,,,,0.499
25.30,11948,99.8,5,90.93178698862877,100.94595322325402,33.42457804061189,-111.92880504276165,49.9112392920616,0.515
25.31,11961,99.8,5,,,,,,0.532
25.32,11996,99.7,5,,,,,,0.548
25.33,11989,99.7,5,,,,,,0.564
25.34,11947,99.7,5,,,,,,0.580
25.35,11928,99.7,5,,,,,,0.596
25.36,11942,99.7,5,,,,,,0.612
25.37,11952,99.7,5,,,,,,0.628
25.38,11930,99.6,5,,,,,,0.643
25.39,12004,99.6,5,,,,,,0.659
25.40,11949,99.6,5,90.95529210587716,100.9882490577961,33.42457063682809,-111.92880896286339,49.84229402628955,0.674
25.41,11983,99.6,5,,,,,,0.690
25.42,11924,99.6,5,,,,,,0.705
25.43,11968,99.5,5,,,,,,0.720
25.44,11930,99.5,5,,,,,,0.735
25.45,11999,99.5,5,,,,,,0.750
25.46,11945,99.5,5,,,,,,0.765
25.47,11951,99.5,5,,,,,,0.780
25.48,11931,99.4,5,,,,,,0.794
25.49,11949,99.4,5,,,,,,0.809
25.50,11923,99.4,5,90.91254641787035,100.83489898898638,33.42456319239979,-111.92881280521935,49.75376681190276,0.823
25.51,11974,99.4,5,,,,,,0.837
25.52,11963,99.3,5,,,,,,0.851
25.53,11903,99.3,5,,,,,,0.865
25.54,11927,99.3,5,,,,,,0.879
25.55,11945,99.3,5,,,,,,0.892
25.56,11985,99.2,5,,,,,,0.906
25.57,11945,99.2,5,,,,,,0.919
25.58,11939,99.2,5,,,,,,0.932
25.59,11966,99.1,5,,,,,,0.945
25.60,11961,99.1,5,90.98135751441289,101.04201513366979,33.424555708143345,-111.9288165694082,49.64574501457378,0.958
25.61,11963,99.1,5,,,,,,0.971
25.62,11922,99.1,5,,,,,,0.984
25.63,11960,99.0,5,,,,,,0.996
25.64,11917,99.0,5,,,,,,1.008
25.65,11875,99.0,5,,,,,,1.021
25.66,11955,98.9,5,,,,,,1.033
25.67,11933,98.9,5,,,,,,1.044
25.68,11909,98.9,5,,,,,,1.056
25.69,11946,98.8,5,,,,,,1.067
25.70,11934,98.8,5,91.09366821474863,101.09341776677618,33.4245481848795,-111.92882025501713,49.518335238774945,1.079
25.71,11863,98.8,5,,,,,,1.090
25.72,11924,98.7,5,,,,,,1.101
25.73,11863,98.7,5,,,,,,1.112
25.74,11941,98.7,5,,,,,,1.122
25.75,11937,98.6,5,,,,,,1.133
25.76,11917,98.6,5,,,,,,1.143
25.77,11846,98.5,5,,,,,,1.153
25.78,11873,98.5,5,,,,,,1.163
25.79,11926,98.5,5,,,,,,1.173
25.80,11868,98.4,5,91.23027794229262,101.11363098805518,33.42454062343325,-111.92882386164197,49.37166322257262,1.182
25.81,11905,98.4,5,,,,,,1.191
25.82,11844,98.4,5,,,,,,1.201
25.83,11906,98.3,5,,,,,,1.209
25.84,11903,98.3,5,,,,,,1.218
25.85,11815,98.2,5,,,,,,1.227
25.86,11844,98.2,5,,,,,,1.235
25.87,11841,98.1,5,,,,,,1.243
25.88,11831,98.1,5,,,,,,1.251
25.89,11822,98.1,5,,,,,,1.259
25.90,11837,98.0,5,91.18943906213259,101.19472537709808,33.42453302463381,-111.92882738888724,49.205873713538864,1.267
25.91,11850,98.0,5,,,,,,1.274
25.92,11836,97.9,5,,,,,,1.281
25.93,11822,97.9,5,,,,,,1.288
25.94,11818,97.8,5,,,,,,1.295
25.95,11788,97.8,5,,,,,,1.302
25.96,11828,97.7,5,,,,,,1.308
25.97,11842,97.7,5,,,,,,1.314
25.98,11856,97.6,5,,,,,,1.320
25.99,11851,97.6,5,,,,,,1.326
26.00,11810,97.6,5,90.88909726878553,101.01183932493026,33.42452538931446,-111.92883083636612,49.02113032590307,1.331
26.01,11804,97.5,5,,,,,,1.337
26.02,11781,97.5,5,,,,,,1.342
26.03,11783,97.4,5,,,,,,1.347
26.04,11777,97.4,5,,,,,,1.352
26.05,11783,97.3,5,,,,,,1.356
26.06,11791,97.3,5,,,,,,1.360
26.07,11730,97.2,5,,,,,,1.364
26.08,11750,97.1,5,,,,,,1.368
26.09,11732,97.1,5,,,,,,1.372
26.10,11774,97.0,5,91.13478024936884,100.93014450919677,33.42451771831251,-111.92883420370055,48.817615379084515,1.375
26.11,11798,97.0,5,,,,,,1.378
26.12,11738,96.9,5,,,,,,1.381
26.13,11724,96.9,5,,,,,,1.384
26.14,11771,96.8,5,,,,,,1.387
26.15,11784,96.8,5,,,,,,1.389
26.16,11777,96.7,5,,,,,,1.391
26.17,11685,96.7,5,,,,,,1.393
26.18,11760,96.6,5,,,,,,1.395
26.19,11704,96.5,5,,,,,,1.396
26.20,11697,96.5,5,91.06254411974889,101.2102660066803,33.42451001246916,-111.92883749052127,48.59552971776503,1.397
26.21,11674,96.4,5,,,,,,1.398
26.22,11747,96.4,5,,,,,,1.399
26.23,11669,96.3,5,,,,,,1.400
26.24,11748,96.3,5,,,,,,1.400
26.25,11690,96.2,5,,,,,,1.400
26.26,11723,96.1,5,,,,,,1.400
26.27,11663,96.1,5,,,,,,1.400
26.28,11673,96.0,5,,,,,,1.399
26.29,11691,95.9,5,,,,,,1.398
26.30,11640,95.9,5,90.95899925606625,101.27847388414985,33.424502272629454,-111.92884069646784,48.355092513679615,1.397
26.31,11690,95.8,5,,,,,,1.396
26.32,11687,95.8,5,,,,,,1.395
26.33,11693,95.7,5,,,,,,1.393
26.34,11683,95.6,5,,,,,,1.391
26.35,11647,95.6,5,,,,,,1.389
26.36,11606,95.5,5,,,,,,1.387
26.37,11616,95.4,5,,,,,,1.384
26.38,11631,95.4,5,,,,,,1.381
26.39,11588,95.3,5,,,,,,1.378
26.40,11654,95.2,5,91.23468855213983,100.97749029491983,33.424494499642144,-111.9288438211887,48.096541049320386,1.375
26.41,11583,95.2,5,,,,,,1.372
26.42,11642,95.1,5,,,,,,1.368
26.43,11637,95.0,5,,,,,,1.364
26.44,11573,95.0,5,,,,,,1.360
26.45,11588,94.9,5,,,,,,1.356
26.46,11628,94.8,5,,,,,,1.352
26.47,11601,94.8,5,,,,,,1.347
26.48,11553,94.7,5,,,,,,1.342
26.49,11602,94.6,5,,,,,,1.337
26.50,11565,94.6,5,91.14559764456862,101.03241658543286,33.424486694359636,-111.9288468643412,47.82013048376737,1.331
26.51,11511,94.5,5,,,,,,1.326
26.52,11540,94.4,5,,,,,,1.320
26.53,11556,94.3,5,,,,,,1.314
26.54,11509,94.3,5,,,,,,1.308
26.55,11572,94.2,5,,,,,,1.302
26.56,11538,94.1,5,,,,,,1.295
26.57,11508,94.0,5,,,,,,1.288
26.58,11484,94.0,5,,,,,,1.281
26.59,11551,93.9,5,,,,,,1.274
26.60,11530,93.8,5,91.17541779209533,101.1137829046718,33.42447885763786,-111.9288498255916,47.52613360087729,1.267
26.61,11488,93.7,5,,,,,,1.259
26.62,11459,93.7,5,,,,,,1.251
26.63,11494,93.6,5,,,,,,1.243
26.64,11527,93.5,5,,,,,,1.235
26.65,11510,93.4,5,,,,,,1.227
26.66,11483,93.4,5,,,,,,1.218
26.67,11480,93.3,5,,,,,,1.209
26.68,11433,93.2,5,,,,,,1.201
26.69,11440,93.1,5,,,,,,1.191
26.70,11395,93.0,5,91.22040845581157,101.32360307157933,33.4244709903362,-111.92885270461517,47.21484054007887,1.182
26.71,11387,93.0,5,,,,,,1.173
26.72,11471,92.9,5,,,,,,1.163
26.73,11438,92.8,5,,,,,,1.153
26.74,11427,92.7,5,,,,,,1.143
26.75,11361,92.6,5,,,,,,1.133
26.76,11379,92.5,5,,,,,,1.122
26.77,11428,92.5,5,,,,,,1.112
26.78,11371,92.4,5,,,,,,1.101
26.79,11431,92.3,5,,,,,,1.090
26.80,11392,92.2,5,91.08618458693937,101.18391391425943,33.42446309331739,-111.9288555010962,46.8865585100403,1.079
26.81,11355,92.1,5,,,,,,1.067
26.82,11339,92.0,5,,,,,,1.056
26.83,11354,92.0,5,,,,,,1.044
26.84,11368,91.9,5,,,,,,1.033
26.85,11376,91.8,5,,,,,,1.021
26.86,11326,91.7,5,,,,,,1.008
26.87,11290,91.6,5,,,,,,0.996
26.88,11324,91.5,5,,,,,,0.984
26.89,11332,91.4,5,,,,,,0.971
26.90,11343,91.4,5,91.07469401896394,101.30894107542484,33.42445516744744,-111.92885821472801,46.54161148549124,0.958
26.91,11312,91.3,5,,,,,,0.945
26.92,11274,91.2,5,,,,,,0.932
26.93,11248,91.1,5,,,,,,0.919
26.94,11236,91.0,5,,,,,,0.906
26.95,11321,90.9,5,,,,,,0.892
26.96,11279,90.8,5,,,,,,0.879
26.97,11294,90.7,5,,,,,,0.865
26.98,11227,90.6,5,,,,,,0.851
26.99,11265,90.5,5,,,,,,0.837
27.00,11275,90.5,5,91.05282408327753,101.12658699556152,33.4244472135955,-111.92886084521304,46.18033988749895,0.823
27.01,11255,90.4,5,,,,,,0.809
27.02,11261,90.3,5,,,,,,0.794
27.03,11244,90.2,5,,,,,,0.780
27.04,11237,90.1,5,,,,,,0.765
27.05,11209,90.0,5,,,,,,0.750
27.06,11207,89.9,5,,,,,,0.735
27.07,11202,89.8,5,,,,,,0.720
27.08,11198,89.7,5,,,,,,0.705
27.09,11184,89.6,5,,,,,,0.690
27.10,11210,89.5,5,91.04534885790808,101.2505829720791,33.4244392326338,-111.92886339226281,45.80310024751381,0.674
27.11,11142,89.4,5,,,,,,0.659
27.12,11099,89.3,5,,,,,,0.643
27.13,11158,89.2,5,,,,,,0.628
27.14,11137,89.1,5,,,,,,0.612
27.15,11091,89.0,5,,,,,,0.596
27.16,11137,88.9,5,,,,,,0.580
27.17,11078,88.8,5,,,,,,0.564
27.18,11101,88.7,5,,,,,,0.548
27.19,11119,88.6,5,,,,,,0.532
27.20,11123,88.5,5,91.2185615431278,101.30255424772844,33.42443122543755,-111.92886585559802,45.41026485551579,0.515
27.21,11109,88.4,5,,,,,,0.499
27.22,11100,88.3,5,,,,,,0.483
27.23,11096,88.2,5,,,,,,0.466
27.24,11018,88.1,5,,,,,,0.449
27.25,11001,88.0,5,,,,,,0.433
27.26,10996,87.9,5,,,,,,0.416
27.27,11001,87.8,5,,,,,,0.399
27.28,11048,87.7,5,,,,,,0.382
27.29,11035,87.6,5,,,,,,0.365
27.30,10969,87.5,5,91.22989990647578,101.25028290280164,33.42442319288483,-111.92886823494854,45.00222139260918,0.348
27.31,10951,87.4,5,,,,,,0.331
27.32,10969,87.3,5,,,,,,0.314
27.33,11000,87.2,5,,,,,,0.297
27.34,10948,87.1,5,,,,,,0.280
27.35,10987,87.0,5,,,,,,0.262
27.36,10933,86.9,5,,,,,,0.245
27.37,10918,86.8,5,,,,,,0.228
27.38,10912,86.7,5,,,,,,0.210
27.39,10960,86.6,5,,,,,,0.193
27.40,10913,86.4,5,91.31273802363116,101.36579119940531,33.42441513585649,-111.92887053005344,44.57937254842822,0.175
27.41,10952,86.3,5,,,,,,0.158
27.42,10856,86.2,5,,,,,,0.141
27.43,10929,86.1,5,,,,,,0.123
27.44,10881,86.0,5,,,,,,0.105
27.45,10909,85.9,5,,,,,,0.088
27.46,10852,85.8,5,,,,,,0.070
27.47,10835,85.7,5,,,,,,0.053
27.48,10802,85.6,5,,,,,,0.035
27.49,10873,85.5,5,,,,,,0.018
27.50,10792,85.4,5,91.05442984931383,101.31229916469238,33.42440705523608,-111.92887274066103,44.142135623730965,-0.000
27.51,10826,85.2,5,,,,,,-0.018
27.52,10851,85.1,5,,,,,,-0.035
27.53,10797,85.0,5,,,,,,-0.053
27.54,10774,84.9,5,,,,,,-0.070
27.55,10805,84.8,5,,,,,,-0.088
27.56,10803,84.7,5,,,,,,-0.105
27.57,10764,84.6,5,,,,,,-0.123
27.58,10770,84.5,5,,,,,,-0.141
27.59,10715,84.3,5,,,,,,-0.158
27.60,10752,84.2,5,90.98429188071506,101.27422410517153,33.42439895190973,-111.9288748665289,43.690942118573766,-0.175
27.61,10755,84.1,5,,,,,,-0.193
27.62,10687,84.0,5,,,,,,-0.210
27.63,10737,83.9,5,,,,,,-0.228
27.64,10700,83.8,5,,,,,,-0.245
27.65,10718,83.7,5,,,,,,-0.262
27.66,10642,83.5,5,,,,,,-0.280
27.67,10685,83.4,5,,,,,,-0.297
27.68,10677,83.3,5,,,,,,-0.314
27.69,10645,83.2,5,,,,,,-0.331
27.70,10692,83.1,5,91.14379295527728,101.19602290190177,33.424390826766064,-111.92887690742393,43.22623730647306,-0.348
27.71,10606,82.9,5,,,,,,-0.365
27.72,10614,82.8,5,,,,,,-0.382
27.73,10568,82.7,5,,,,,,-0.399
27.74,10590,82.6,5,,,,,,-0.416
27.75,10631,82.5,5,,,,,,-0.433
27.76,10557,82.4,5,,,,,,-0.449
27.77,10596,82.2,5,,,,,,-0.466
27.78,10582,82.1,5,,,,,,-0.483
27.79,10534,82.0,5,,,,,,-0.499
27.80,10569,81.9,5,91.13623075439796,101.24855400971659,33.42438268069609,-111.92887886312229,42.7484797949738,-0.515
27.81,10528,81.8,5,,,,,,-0.532
27.82,10539,81.6,5,,,,,,-0.548
27.83,10487,81.5,5,,,,,,-0.564
27.84,10543,81.4,5,,,,,,-0.580
27.85,10481,81.3,5,,,,,,-0.596
27.86,10470,81.1,5,,,,,,-0.612
27.87,10504,81.0,5,,,,,,-0.628
27.88,10481,80.9,5,,,,,,-0.643
27.89,10445,80.8,5,,,,,,-0.659
27.90,10490,80.6,5,91.40466872746629,101.35005266277324,33.42437451459312,-111.92888073340956,42.258141073059505,-0.674
27.91,10482,80.5,5,,,,,,-0.690
27.92,10418,80.4,5,,,,,,-0.705
27.93,10391,80.3,5,,,,,,-0.720
27.94,10457,80.1,5,,,,,,-0.735
27.95,10444,80.0,5,,,,,,-0.750
27.96,10382,79.9,5,,,,,,-0.765
27.97,10354,79.8,5,,,,,,-0.780
27.98,10394,79.6,5,,,,,,-0.794
27.99,10324,79.5,5,,,,,,-0.809
28.00,10375,79.4,5,91.25031018869734,101.29646000631135,33.42436632935265,-111.92888251808058,41.75570504584947,-0.823
28.01,10328,79.3,5,,,,,,-0.837
28.02,10346,79.1,5,,,,,,-0.851
28.03,10274,79.0,5,,,,,,-0.865
28.04,10348,78.9,5,,,,,,-0.879
28.05,10276,78.8,5,,,,,,-0.892
28.06,10293,78.6,5,,,,,,-0.906
28.07,10234,78.5,5,,,,,,-0.919
28.08,10319,78.4,5,,,,,,-0.932
28.09,10275,78.2,5,,,,,,-0.945
28.10,10264,78.1,5,91.03024733673608,101.52060115961181,33.4243581258723,-111.9288842169397,41.24166755704259,-0.958
28.11,10230,78.0,5,,,,,,-0.971
28.12,10216,77.8,5,,,,,,-0.984
28.13,10222,77.7,5,,,,,,-0.996
28.14,10204,77.6,5,,,,,,-1.008
28.15,10161,77.5,5,,,,,,-1.021
28.16,10205,77.3,5,,,,,,-1.033
28.17,10188,77.2,5,,,,,,-1.044
28.18,10145,77.1,5,,,,,,-1.056
28.19,10170,76.9,5,,,,,,-1.067
28.20,10160,76.8,5,91.13822326143533,101.50271853801051,33.42434990505167,-111.92888582980058,40.716535899579945,-1.079
28.21,10096,76.7,5,,,,,,-1.090
28.22,10155,76.5,5,,,,,,-1.101
28.23,10072,76.4,5,,,,,,-1.112
28.24,10123,76.3,5,,,,,,-1.122
28.25,10052,76.1,5,,,,,,-1.133
28.26,10041,76.0,5,,,,,,-1.143
28.27,10029,75.9,5,,,,,,-1.153
28.28,10028,75.7,5,,,,,,-1.163
28.29,10017,75.6,5,,,,,,-1.173
28.30,10012,75.5,5,91.24733672470963,101.35682583933807,33.424341667792255,-111.92888735648637,40.180828315007446,-1.182
28.31,10046,75.3,5,,,,,,-1.191
28.32,9994,75.2,5,,,,,,-1.201
28.33,9958,75.0,5,,,,,,-1.209
28.34,9992,74.9,5,,,,,,-1.218
28.35,9953,74.8,5,,,,,,-1.227
28.36,10014,74.6,5,,,,,,-1.235
28.37,9943,74.5,5,,,,,,-1.243
28.38,9899,74.4,5,,,,,,-1.251
28.39,9955,74.2,5,,,,,,-1.259
28.40,9968,74.1,5,91.37998104921577,101.55938513842162,33.42433341499737,-111.92888879682965,39.635073482034294,-1.267
28.41,9881,73.9,5,,,,,,-1.274
28.42,9864,73.8,5,,,,,,-1.281
28.43,9895,73.7,5,,,,,,-1.288
28.44,9905,73.5,5,,,,,,-1.295
28.45,9832,73.4,5,,,,,,-1.302
28.46,9836,73.3,5,,,,,,-1.308
28.47,9823,73.1,5,,,,,,-1.314
28.48,9887,73.0,5,,,,,,-1.320
28.49,9807,72.8,5,,,,,,-1.326
28.50,9812,72.7,5,91.09358558518053,101.37720476189315,33.424325147572034,-111.92889015067247,39.07980999479093,-1.331
28.51,9759,72.6,5,,,,,,-1.337
28.52,9773,72.4,5,,,,,,-1.342
28.53,9812,72.3,5,,,,,,-1.347
28.54,9752,72.1,5,,,,,,-1.352
28.55,9784,72.0,5,,,,,,-1.356
28.56,9708,71.9,5,,,,,,-1.360
28.57,9763,71.7,5,,,,,,-1.364
28.58,9680,71.6,5,,,,,,-1.368
28.59,9750,71.4,5,,,,,,-1.372
28.60,9719,71.3,5,91.12960461398032,101.46581036857064,33.42431686642285,-111.92889141786637,38.51558583130145,-1.375
28.61,9686,71.1,5,,,,,,-1.378
28.62,9693,71.0,5,,,,,,-1.381
28.63,9707,70.9,5,,,,,,-1.384
28.64,9617,70.7,5,,,,,,-1.387
28.65,9678,70.6,5,,,,,,-1.389
28.66,9603,70.4,5,,,,,,-1.391
28.67,9613,70.3,5,,,,,,-1.393
28.68,9658,70.1,5,,,,,,-1.395
28.69,9577,70.0,5,,,,,,-1.396
28.70,9577,69.9,5,91.40936978119176,101.65816193873383,33.424308572457946,-111.92889259827238,37.94295781269561,-1.397
28.71,9592,69.7,5,,,,,,-1.398
28.72,9595,69.6,5,,,,,,-1.399
28.73,9515,69.4,5,,,,,,-1.400
28.74,9562,69.3,5,,,,,,-1.400
28.75,9487,69.1,5,,,,,,-1.400
28.76,9563,69.0,5,,,,,,-1.400
28.77,9473,68.8,5,,,,,,-1.400
28.78,9487,68.7,5,,,,,,-1.399
28.79,9493,68.6,5,,,,,,-1.398
28.80,9503,68.4,5,91.34812352770368,101.42603677062291,33.42430026658685,-111.92889369176105,37.36249105369356,-1.397
28.81,9449,68.3,5,,,,,,-1.396
28.82,9435,68.1,5,,,,,,-1.395
28.83,9390,68.0,5,,,,,,-1.393
28.84,9444,67.8,5,,,,,,-1.391
28.85,9448,67.7,5,,,,,,-1.389
28.86,9449,67.5,5,,,,,,-1.387
28.87,9353,67.4,5,,,,,,-1.384
28.88,9421,67.2,5,,,,,,-1.381
28.89,9328,67.1,5,,,,,,-1.378
28.90,9346,66.9,5,91.1027839181023,101.47343512279225,33.42429194972039,-111.92889469821247,36.77475840490583,-1.375
28.91,9325,66.8,5,,,,,,-1.372
28.92,9352,66.6,5,,,,,,-1.368
28.93,9337,66.5,5,,,,,,-1.364
28.94,9334,66.3,5,,,,,,-1.360
28.95,9303,66.2,5,,,,,,-1.356
28.96,9290,66.0,5,,,,,,-1.352
28.97,9320,65.9,5,,,,,,-1.347
28.98,9277,65.7,5,,,,,,-1.342
28.99,9232,65.6,5,,,,,,-1.337
29.00,9238,65.5,5,91.37221928317203,101.42207127428671,33.424283622770616,-111.92889561751629,36.18033988749896,-1.331
29.01,9240,65.3,5,,,,,,-1.326
29.02,9187,65.2,5,,,,,,-1.320
29.03,9185,65.0,5,,,,,,-1.314
29.04,9206,64.9,5,,,,,,-1.308
29.05,9165,64.7,5,,,,,,-1.302
29.06,9198,64.6,5,,,,,,-1.295
29.07,9158,64.4,5,,,,,,-1.288
29.08,9189,64.3,5,,,,,,-1.281
29.09,9083,64.1,5,,,,,,-1.274
29.10,9130,63.9,5,91.16231380267449,101.738623936618,33.424275286650655,-111.92889644957168,35.5798221207846,-1.267
29.11,9139,63.8,5,,,,,,-1.259
29.12,9129,63.6,5,,,,,,-1.251
29.13,9037,63.5,5,,,,,,-1.243
29.14,9067,63.3,5,,,,,,-1.235
29.15,9030,63.2,5,,,,,,-1.227
29.16,9090,63.0,5,,,,,,-1.218
29.17,8986,62.9,5,,,,,,-1.209
29.18,8991,62.7,5,,,,,,-1.201
