time_s,engine.rpm,engine.tps,engine.gear,engine.water_temp,engine.oil_temp,gps.lat,gps.lon,gps.speed,imu.lat_g
57.25,3353,99.2,3,,,,,,0.050
57.26,3355,99.7,3,,,,,,0.051
57.27,3300,0.0,3,,,,,,0.047
57.28,3307,99.1,3,,,,,,0.049
57.29,3312,0.0,3,,,,,,0.047
57.30,3304,99.0,3,88.74,96.05,33.4263456,-111.9272969,13.49,0.049
57.31,3363,100.0,3,,,,,,0.050
57.32,3307,0.0,3,,,,,,0.048
57.33,3370,100.0,3,,,,,,0.051
57.34,3363,0.0,3,,,,,,0.050
57.35,3374,1.2,3,,,,,,0.050
57.36,3287,0.0,3,,,,,,0.047
57.37,3340,100.0,3,,,,,,0.049
57.38,3321,99.7,3,,,,,,0.049
57.39,3382,98.8,3,,,,,,0.050
57.40,3322,0.0,3,88.68,96.04,33.4263431,-111.9273138,13.29,0.048
57.41,3324,99.5,3,,,,,,0.050
57.42,3292,0.0,3,,,,,,0.048
57.43,3333,99.5,3,,,,,,0.050
57.44,3356,0.2,3,,,,,,0.050
57.45,3278,1.3,3,,,,,,0.047
57.46,3307,99.9,3,,,,,,0.048
57.47,3265,1.3,3,,,,,,0.046
57.48,3320,100.0,3,,,,,,0.050
57.49,3248,0.0,3,,,,,,0.047
57.50,3303,100.0,3,88.78,96.03,33.4263405,-111.9273305,13.49,0.049
57.51,3387,98.6,3,,,,,,0.050
57.52,3250,0.0,3,,,,,,0.047
57.53,3282,100.0,3,,,,,,0.048
57.54,3362,100.0,3,,,,,,0.051
57.55,3347,0.0,3,,,,,,0.049
57.56,3423,100.0,3,,,,,,0.053
57.57,3355,0.0,3,,,,,,0.050
57.58,3399,99.1,3,,,,,,0.052
57.59,3327,0.9,3,,,,,,0.048
57.60,3284,1.5,3,88.64,96.18,33.4263379,-111.9273473,13.23,0.047
57.61,3403,100.0,3,,,,,,0.052
57.62,3306,0.8,3,,,,,,0.049
57.63,3289,1.4,3,,,,,,0.048
57.64,3272,0.6,3,,,,,,0.047
57.65,3344,100.0,3,,,,,,0.050
57.66,3314,0.0,3,,,,,,0.048
57.67,3422,99.2,3,,,,,,0.052
57.68,3408,99.5,3,,,,,,0.053
57.69,3292,0.0,3,,,,,,0.048
57.70,3295,0.6,3,88.98,96.30,33.4263352,-111.9273641,13.30,0.048
57.71,3428,100.0,3,,,,,,0.053
57.72,3288,0.3,3,,,,,,0.049
57.73,3359,98.6,3,,,,,,0.049
57.74,3413,100.0,3,,,,,,0.054
57.75,3390,0.8,3,,,,,,0.052
57.76,3389,100.0,3,,,,,,0.053
57.77,3456,100.0,3,,,,,,0.054
57.78,3349,0.2,3,,,,,,0.051
57.79,3309,1.3,3,,,,,,0.049
57.80,3301,13.0,3,88.83,96.38,33.4263324,-111.9273811,13.41,0.049
57.81,3331,0.0,3,,,,,,0.048
57.82,3413,99.5,3,,,,,,0.053
57.83,3315,0.2,3,,,,,,0.050
57.84,3318,0.0,3,,,,,,0.048
57.85,3328,99.9,3,,,,,,0.050
57.86,3409,99.6,3,,,,,,0.054
57.87,3375,1.1,3,,,,,,0.052
57.88,3385,57.3,3,,,,,,0.052
57.89,3345,0.0,3,,,,,,0.050
57.90,3334,0.5,3,88.66,96.36,33.4263296,-111.9273979,13.33,0.049
57.91,3352,100.0,3,,,,,,0.051
57.92,3350,0.8,3,,,,,,0.050
57.93,3382,98.9,3,,,,,,0.053
57.94,3424,99.6,3,,,,,,0.054
57.95,3452,100.0,3,,,,,,0.055
57.96,3369,1.5,3,,,,,,0.051
57.97,3306,0.0,3,,,,,,0.049
57.98,3355,98.8,3,,,,,,0.051
57.99,3280,0.0,3,,,,,,0.049
58.00,3373,100.0,3,88.68,96.26,33.4263267,-111.9274148,13.63,0.051
58.01,3483,98.9,3,,,,,,0.056
58.02,3392,1.1,3,,,,,,0.054
58.03,3364,1.2,3,,,,,,0.051
58.04,3367,98.7,3,,,,,,0.052
58.05,3426,100.0,3,,,,,,0.054
58.06,3311,0.0,3,,,,,,0.049
58.07,3310,99.2,3,,,,,,0.050
58.08,3455,100.0,3,,,,,,0.055
58.09,3353,1.2,3,,,,,,0.051
58.10,3311,1.3,3,88.73,96.41,33.4263237,-111.9274318,13.50,0.050
58.11,3337,99.5,3,,,,,,0.051
58.12,3477,100.0,3,,,,,,0.056
58.13,3399,0.0,3,,,,,,0.053
58.14,3465,98.8,3,,,,,,0.057
58.15,3407,0.0,3,,,,,,0.054
58.16,3485,99.9,3,,,,,,0.057
58.17,3453,32.8,3,,,,,,0.057
58.18,3459,100.0,3,,,,,,0.057
58.19,3359,1.3,3,,,,,,0.053
58.20,3432,99.1,3,88.90,96.33,33.4263206,-111.9274491,14.15,0.055
58.21,3346,0.0,3,,,,,,0.052
58.22,3404,100.0,3,,,,,,0.054
58.23,3388,0.1,3,,,,,,0.054
58.24,3363,1.4,3,,,,,,0.051
58.25,3348,100.0,3,,,,,,0.052
58.26,3348,73.2,3,,,,,,0.052
58.27,3373,0.0,3,,,,,,0.052
58.28,3394,100.0,3,,,,,,0.052
58.29,3482,99.3,3,,,,,,0.057
58.30,3360,0.0,3,88.91,96.08,33.4263175,-111.9274660,13.73,0.052
58.31,3351,100.0,3,,,,,,0.053
58.32,3485,100.0,3,,,,,,0.057
58.33,3400,0.0,3,,,,,,0.054
58.34,3325,0.0,3,,,,,,0.051
58.35,3405,99.0,3,,,,,,0.054
58.36,3432,99.2,3,,,,,,0.054
58.37,3476,100.0,3,,,,,,0.059
58.38,3531,51.5,3,,,,,,0.059
58.39,3509,69.1,3,,,,,,0.059
58.40,3428,0.0,3,88.96,96.34,33.4263142,-111.9274833,13.95,0.054
58.41,3479,99.5,3,,,,,,0.057
58.42,3510,100.0,3,,,,,,0.058
58.43,3449,0.0,3,,,,,,0.057
58.44,3476,94.9,3,,,,,,0.057
58.45,3348,0.0,3,,,,,,0.053
58.46,3506,98.9,3,,,,,,0.057
58.47,3506,100.0,3,,,,,,0.060
58.48,3445,0.2,3,,,,,,0.055
58.49,3440,98.9,3,,,,,,0.057
58.50,3484,100.0,3,89.00,96.28,33.4263109,-111.9275007,14.56,0.059
58.51,3470,0.9,3,,,,,,0.057
58.52,3389,0.0,3,,,,,,0.055
58.53,3452,99.6,3,,,,,,0.057
58.54,3434,0.4,3,,,,,,0.056
58.55,3525,100.0,3,,,,,,0.060
58.56,3447,1.1,3,,,,,,0.055
58.57,3360,0.0,3,,,,,,0.054
58.58,3383,99.0,3,,,,,,0.055
58.59,3508,100.0,3,,,,,,0.059
58.60,3433,1.5,3,88.99,96.21,33.4263075,-111.9275180,14.24,0.057
58.61,3546,99.8,3,,,,,,0.061
58.62,3465,0.0,3,,,,,,0.056
58.63,3437,100.0,3,,,,,,0.056
58.64,3417,19.0,3,,,,,,0.056
58.65,3391,1.3,3,,,,,,0.054
58.66,3512,100.0,3,,,,,,0.058
58.67,3480,0.0,3,,,,,,0.058
58.68,3435,0.1,3,,,,,,0.056
58.69,3548,99.5,3,,,,,,0.061
58.70,3557,98.7,3,88.83,96.15,33.4263040,-111.9275354,14.80,0.062
58.71,3462,1.0,3,,,,,,0.057
58.72,3537,100.0,3,,,,,,0.060
58.73,3416,1.1,3,,,,,,0.055
58.74,3476,98.7,3,,,,,,0.057
58.75,3479,100.0,3,,,,,,0.059
58.76,3437,0.0,3,,,,,,0.056
58.77,3560,100.0,3,,,,,,0.061
58.78,3438,0.0,3,,,,,,0.056
58.79,3555,98.9,3,,,,,,0.061
58.80,3444,0.0,3,88.67,96.10,33.4263005,-111.9275527,14.11,0.056
58.81,3431,0.0,3,,,,,,0.055
58.82,3403,98.1,3,,,,,,0.055
58.83,3531,100.0,3,,,,,,0.060
58.84,3595,100.0,3,,,,,,0.063
58.85,3485,0.0,3,,,,,,0.058
58.86,3585,100.0,3,,,,,,0.063
58.87,3487,0.9,3,,,,,,0.058
58.88,3564,99.6,3,,,,,,0.063
58.89,3554,0.5,3,,,,,,0.063
58.90,3522,0.2,3,88.94,96.42,33.4262969,-111.9275703,14.74,0.062
58.91,3448,0.0,3,,,,,,0.058
58.92,3416,0.5,3,,,,,,0.057
58.93,3537,98.9,3,,,,,,0.062
58.94,3465,0.4,3,,,,,,0.059
58.95,3420,0.0,3,,,,,,0.057
58.96,3532,100.0,3,,,,,,0.060
58.97,3424,0.5,3,,,,,,0.057
58.98,3447,17.5,3,,,,,,0.057
58.99,3468,74.8,3,,,,,,0.057
59.00,3456,100.0,3,88.84,96.32,33.4262932,-111.9275875,14.39,0.059
59.01,3440,0.0,3,,,,,,0.057
59.02,3430,0.1,3,,,,,,0.057
59.03,3530,99.8,3,,,,,,0.061
59.04,3494,27.3,3,,,,,,0.061
59.05,3471,0.5,3,,,,,,0.059
59.06,3501,100.0,3,,,,,,0.061
59.07,3482,1.2,3,,,,,,0.058
59.08,3455,100.0,3,,,,,,0.059
59.09,3449,0.0,3,,,,,,0.058
59.10,3529,100.0,3,88.65,96.24,33.4262895,-111.9276048,14.79,0.063
59.11,3507,0.0,3,,,,,,0.061
59.12,3515,0.5,3,,,,,,0.060
59.13,3444,0.0,3,,,,,,0.058
59.14,3568,100.0,3,,,,,,0.063
59.15,3229,100.0,4,,,,,,0.066
59.16,3513,1.1,3,,,,,,0.060
59.17,3200,98.9,4,,,,,,0.066
59.18,3517,0.0,3,,,,,,0.062
59.19,3508,1.4,3,,,,,,0.060
59.20,3198,100.0,4,88.99,96.20,33.4262856,-111.9276225,15.02,0.065
59.21,3510,0.0,3,,,,,,0.062
59.22,3190,99.7,4,,,,,,0.066
59.23,3214,98.6,4,,,,,,0.066
59.24,3543,0.0,3,,,,,,0.064
59.25,3524,0.2,3,,,,,,0.061
59.26,3558,100.0,3,,,,,,0.063
59.27,3550,17.4,3,,,,,,0.063
59.28,3202,100.0,4,,,,,,0.067
59.29,3512,0.0,3,,,,,,0.063
59.30,3519,74.1,3,89.02,96.34,33.4262816,-111.9276402,14.74,0.063
59.31,3218,99.0,4,,,,,,0.067
59.32,3525,0.0,3,,,,,,0.062
59.33,3185,99.3,4,,,,,,0.066
59.34,3216,11.0,4,,,,,,0.065
59.35,3183,100.0,4,,,,,,0.067
59.36,3198,100.0,4,,,,,,0.068
59.37,3532,0.4,3,,,,,,0.064
59.38,3236,98.9,4,,,,,,0.069
59.39,3549,1.4,3,,,,,,0.065
59.40,3197,98.7,4,88.77,96.03,33.4262775,-111.9276582,15.07,0.066
59.41,3512,0.0,3,,,,,,0.062
59.42,3582,98.6,3,,,,,,0.065
59.43,3253,100.0,4,,,,,,0.069
59.44,3578,0.0,3,,,,,,0.064
59.45,3550,0.0,3,,,,,,0.063
59.46,3509,17.4,3,,,,,,0.063
59.47,3259,100.0,4,,,,,,0.068
59.48,3599,0.0,3,,,,,,0.065
59.49,3601,87.6,3,,,,,,0.065
59.50,3252,99.4,4,89.00,96.04,33.4262734,-111.9276759,15.33,0.069
59.51,3203,22.3,4,,,,,,0.068
59.52,3515,0.2,3,,,,,,0.063
59.53,3583,100.0,3,,,,,,0.066
59.54,3541,1.2,3,,,,,,0.065
59.55,3287,100.0,4,,,,,,0.070
59.56,3184,1.3,4,,,,,,0.067
59.57,3258,99.0,4,,,,,,0.071
59.58,3569,0.0,3,,,,,,0.066
59.59,3568,65.1,3,,,,,,0.066
59.60,3175,100.0,4,88.82,96.06,33.4262691,-111.9276938,15.04,0.066
59.61,3192,99.3,4,,,,,,0.067
59.62,3295,100.0,4,,,,,,0.071
59.63,3261,56.3,4,,,,,,0.071
59.64,3202,0.0,4,,,,,,0.068
59.65,3292,100.0,4,,,,,,0.071
59.66,3259,88.8,4,,,,,,0.072
59.67,3248,0.0,4,,,,,,0.070
59.68,3589,0.8,3,,,,,,0.066
59.69,3550,0.0,3,,,,,,0.065
59.70,3206,98.6,4,88.76,96.35,33.4262648,-111.9277119,15.01,0.066
59.71,3547,1.4,3,,,,,,0.065
59.72,3258,100.0,4,,,,,,0.070
59.73,3237,14.5,4,,,,,,0.070
59.74,3195,0.0,4,,,,,,0.069
59.75,3254,97.7,4,,,,,,0.069
59.76,3209,58.8,4,,,,,,0.069
59.77,3317,98.7,4,,,,,,0.073
59.78,3202,0.0,4,,,,,,0.068
59.79,3301,100.0,4,,,,,,0.073
59.80,3215,0.0,4,88.90,96.03,33.4262603,-111.9277299,15.11,0.068
59.81,3210,99.7,4,,,,,,0.069
59.82,3256,100.0,4,,,,,,0.070
59.83,3197,0.2,4,,,,,,0.067
59.84,3574,0.2,3,,,,,,0.066
59.85,3272,100.0,4,,,,,,0.072
59.86,3568,0.0,3,,,,,,0.067
59.87,3287,99.6,4,,,,,,0.072
59.88,3257,99.3,4,,,,,,0.073
59.89,3277,0.7,4,,,,,,0.071
59.90,3332,99.3,4,89.00,96.10,33.4262558,-111.9277479,15.82,0.075
59.91,3244,0.0,4,,,,,,0.072
59.92,3239,0.6,4,,,,,,0.070
59.93,3197,1.4,4,,,,,,0.068
59.94,3287,100.0,4,,,,,,0.072
59.95,3176,1.0,4,,,,,,0.068
59.96,3276,100.0,4,,,,,,0.074
59.97,3276,47.8,4,,,,,,0.074
59.98,3302,100.0,4,,,,,,0.075
59.99,3195,0.0,4,,,,,,0.070
60.00,3334,100.0,4,88.97,96.22,33.4262512,-111.9277660,15.83,0.075
60.01,3246,0.1,4,,,,,,0.070
60.02,3292,99.2,4,,,,,,0.074
60.03,3333,100.0,4,,,,,,0.077
60.04,3252,1.4,4,,,,,,0.072
60.05,3208,0.6,4,,,,,,0.070
60.06,3301,100.0,4,,,,,,0.075
60.07,3261,0.0,4,,,,,,0.074
60.08,3242,0.0,4,,,,,,0.072
60.09,3324,99.1,4,,,,,,0.078
60.10,3248,0.0,4,88.80,96.09,33.4262464,-111.9277842,15.43,0.072
60.11,3255,99.2,4,,,,,,0.074
60.12,3318,100.0,4,,,,,,0.079
60.13,3344,0.0,4,,,,,,0.077
60.14,3262,0.7,4,,,,,,0.073
60.15,3344,98.9,4,,,,,,0.078
60.16,3262,1.1,4,,,,,,0.073
60.17,3267,27.7,4,,,,,,0.073
60.18,3203,0.0,4,,,,,,0.070
60.19,3231,100.0,4,,,,,,0.073
60.20,3252,1.5,4,88.64,96.13,33.4262416,-111.9278023,15.40,0.072
60.21,3238,6.3,4,,,,,,0.072
60.22,3312,99.5,4,,,,,,0.077
60.23,3307,0.0,4,,,,,,0.076
60.24,3375,100.0,4,,,,,,0.080
60.25,3277,0.0,4,,,,,,0.074
60.26,3338,98.8,4,,,,,,0.080
60.27,3306,0.0,4,,,,,,0.076
60.28,3341,99.8,4,,,,,,0.079
60.29,3343,100.0,4,,,,,,0.080
60.30,3294,0.0,4,88.85,96.31,33.4262366,-111.9278207,15.63,0.075
60.31,3228,0.0,4,,,,,,0.073
60.32,3309,99.5,4,,,,,,0.078
60.33,3384,99.0,4,,,,,,0.082
60.34,3317,0.0,4,,,,,,0.079
60.35,3267,1.4,4,,,,,,0.073
60.36,3296,100.0,4,,,,,,0.075
60.37,3300,1.2,4,,,,,,0.075
60.38,3243,0.7,4,,,,,,0.074
60.39,3286,98.6,4,,,,,,0.077
60.40,3406,99.8,4,88.92,96.30,33.4262316,-111.9278389,16.36,0.082
60.41,3383,99.9,4,,,,,,0.083
60.42,3369,1.3,4,,,,,,0.080
60.43,3371,99.5,4,,,,,,0.082
60.44,3413,100.0,4,,,,,,0.084
60.45,3312,0.0,4,,,,,,0.078
60.46,3347,100.0,4,,,,,,0.079
60.47,3369,100.0,4,,,,,,0.082
60.48,3372,100.0,4,,,,,,0.083
60.49,3407,94.9,4,,,,,,0.083
60.50,3311,0.0,4,88.77,96.29,33.4262264,-111.9278576,16.03,0.079
60.51,3387,100.0,4,,,,,,0.084
60.52,3382,1.3,4,,,,,,0.081
60.53,3292,0.0,4,,,,,,0.076
60.54,3335,99.6,4,,,,,,0.082
60.55,3291,0.0,4,,,,,,0.076
60.56,3297,99.0,4,,,,,,0.077
60.57,3306,1.0,4,,,,,,0.076
60.58,3375,100.0,4,,,,,,0.081
60.59,3384,98.6,4,,,,,,0.085
60.60,3370,0.2,4,88.92,96.24,33.4262211,-111.9278759,16.38,0.083
60.61,3357,0.0,4,,,,,,0.080
60.62,3354,98.6,4,,,,,,0.081
60.63,3375,99.0,4,,,,,,0.083
60.64,3389,100.0,4,,,,,,0.084
60.65,3324,1.3,4,,,,,,0.081
60.66,3364,0.5,4,,,,,,0.080
60.67,3347,100.0,4,,,,,,0.081
60.68,3401,99.4,4,,,,,,0.087
60.69,3340,0.0,4,,,,,,0.081
60.70,3352,84.2,4,88.70,96.24,33.4262158,-111.9278944,16.10,0.081
60.71,3369,99.5,4,,,,,,0.083
60.72,3320,1.2,4,,,,,,0.080
60.73,3405,98.6,4,,,,,,0.084
60.74,3362,0.0,4,,,,,,0.081
60.75,3374,98.9,4,,,,,,0.085
60.76,3402,0.2,4,,,,,,0.084
60.77,3300,1.5,4,,,,,,0.080
60.78,3402,99.5,4,,,,,,0.086
60.79,3335,0.0,4,,,,,,0.083
60.80,3430,100.0,4,89.01,96.31,33.4262103,-111.9279129,16.79,0.089
60.81,3359,0.0,4,,,,,,0.083
60.82,3347,0.0,4,,,,,,0.083
60.83,3440,99.6,4,,,,,,0.089
60.84,3412,0.0,4,,,,,,0.087
60.85,3379,0.0,4,,,,,,0.085
60.86,3380,46.0,4,,,,,,0.085
60.87,3467,99.9,4,,,,,,0.090
60.88,3440,100.0,4,,,,,,0.091
60.89,3401,1.0,4,,,,,,0.089
60.90,3390,0.0,4,88.88,96.30,33.4262047,-111.9279316,16.39,0.085
60.91,3379,95.6,4,,,,,,0.086
60.92,3438,99.4,4,,,,,,0.092
60.93,3405,0.0,4,,,,,,0.088
60.94,3444,100.0,4,,,,,,0.088
60.95,3423,1.4,4,,,,,,0.087
60.96,3349,1.4,4,,,,,,0.084
60.97,3349,7.8,4,,,,,,0.084
60.98,3429,99.7,4,,,,,,0.091
60.99,3477,100.0,4,,,,,,0.094
61.00,3404,1.3,4,88.89,96.21,33.4261989,-111.9279503,16.57,0.088
61.01,3515,100.0,4,,,,,,0.094
61.02,3409,0.0,4,,,,,,0.090
61.03,3372,0.0,4,,,,,,0.086
61.04,3472,98.6,4,,,,,,0.092
61.05,3496,100.0,4,,,,,,0.093
61.06,3478,98.6,4,,,,,,0.095
61.07,3397,0.8,4,,,,,,0.089
61.08,3434,100.0,4,,,,,,0.092
61.09,3475,99.3,4,,,,,,0.093
61.10,3455,0.3,4,88.65,96.21,33.4261930,-111.9279692,16.70,0.090
61.11,3465,100.0,4,,,,,,0.092
61.12,3417,0.0,4,,,,,,0.088
61.13,3500,100.0,4,,,,,,0.093
61.14,3440,0.0,4,,,,,,0.090
61.15,3403,99.2,4,,,,,,0.090
61.16,3434,0.3,4,,,,,,0.089
61.17,3510,99.0,4,,,,,,0.096
61.18,3508,0.0,4,,,,,,0.095
61.19,3488,98.8,4,,,,,,0.096
61.20,3436,0.0,4,88.99,96.38,33.4261871,-111.9279880,16.95,0.093
61.21,3491,98.9,4,,,,,,0.096
61.22,3442,0.8,4,,,,,,0.094
61.23,3483,99.5,4,,,,,,0.097
61.24,3465,0.6,4,,,,,,0.094
61.25,3420,0.5,4,,,,,,0.089
61.26,3408,98.9,4,,,,,,0.091
61.27,3423,0.0,4,,,,,,0.091
61.28,3399,0.0,4,,,,,,0.089
61.29,3429,81.9,4,,,,,,0.090
61.30,3432,99.7,4,88.79,96.28,33.4261810,-111.9280067,16.84,0.092
61.31,3441,0.4,4,,,,,,0.092
61.32,3537,100.0,4,,,,,,0.098
61.33,3469,1.2,4,,,,,,0.097
61.34,3513,99.6,4,,,,,,0.098
61.35,3407,1.2,4,,,,,,0.092
61.36,3478,100.0,4,,,,,,0.096
61.37,3479,91.8,4,,,,,,0.096
61.38,3499,79.4,4,,,,,,0.097
61.39,3446,0.6,4,,,,,,0.092
61.40,3506,98.9,4,89.01,96.15,33.4261748,-111.9280256,17.34,0.099
61.41,3572,100.0,4,,,,,,0.101
61.42,3471,0.2,4,,,,,,0.095
61.43,3476,54.5,4,,,,,,0.095
61.44,3522,99.8,4,,,,,,0.099
61.45,3493,0.0,4,,,,,,0.096
61.46,3511,100.0,4,,,,,,0.098
61.47,3491,0.4,4,,,,,,0.095
61.48,3438,0.0,4,,,,,,0.094
61.49,3542,100.0,4,,,,,,0.101
61.50,3449,1.1,4,88.68,96.17,33.4261685,-111.9280444,16.89,0.094
61.51,3556,99.2,4,,,,,,0.101
61.52,3453,0.2,4,,,,,,0.097
61.53,3514,98.9,4,,,,,,0.102
61.54,3526,0.0,4,,,,,,0.100
61.55,3581,100.0,4,,,,,,0.105
61.56,3539,0.3,4,,,,,,0.103
61.57,3528,0.0,4,,,,,,0.100
61.58,3461,0.0,4,,,,,,0.096
61.59,3527,99.8,4,,,,,,0.103
61.60,3562,98.6,4,88.71,96.20,33.4261620,-111.9280635,17.71,0.105
61.61,3522,0.0,4,,,,,,0.099
61.62,3597,99.2,4,,,,,,0.106
61.63,3534,0.0,4,,,,,,0.102
61.64,3577,100.0,4,,,,,,0.108
61.65,3566,0.0,4,,,,,,0.103
61.66,3500,0.0,4,,,,,,0.099
61.67,3502,100.0,4,,,,,,0.101
61.68,3533,100.0,4,,,,,,0.104
61.69,3475,0.0,4,,,,,,0.100
61.70,3538,99.2,4,88.68,96.37,33.4261554,-111.9280825,17.50,0.103
61.71,3503,0.9,4,,,,,,0.100
61.72,3547,99.3,4,,,,,,0.103
61.73,3555,100.0,4,,,,,,0.107
61.74,3651,100.0,4,,,,,,0.111
61.75,3565,0.9,4,,,,,,0.105
61.76,3619,99.5,4,,,,,,0.111
61.77,3524,0.6,4,,,,,,0.103
61.78,3519,0.0,4,,,,,,0.102
61.79,3579,99.8,4,,,,,,0.109
61.80,3638,98.9,4,88.89,96.19,33.4261486,-111.9281017,18.12,0.111
61.81,3628,100.0,4,,,,,,0.113
61.82,3574,0.4,4,,,,,,0.107
61.83,3585,5.1,4,,,,,,0.107
61.84,3530,0.5,4,,,,,,0.105
61.85,3570,99.8,4,,,,,,0.109
61.86,3639,99.4,4,,,,,,0.114
61.87,3578,0.0,4,,,,,,0.110
61.88,3620,98.9,4,,,,,,0.114
61.89,3554,0.0,4,,,,,,0.107
61.90,3602,98.6,4,88.91,96.26,33.4261417,-111.9281210,17.92,0.110
61.91,3598,100.0,4,,,,,,0.111
61.92,3691,99.6,4,,,,,,0.116
61.93,3575,0.8,4,,,,,,0.109
61.94,3597,100.0,4,,,,,,0.110
61.95,3578,94.4,4,,,,,,0.110
61.96,3603,99.5,4,,,,,,0.111
61.97,3621,100.0,4,,,,,,0.112
61.98,3641,100.0,4,,,,,,0.114
61.99,3666,98.8,4,,,,,,0.115
62.00,3671,99.3,4,88.92,96.11,33.4261346,-111.9281403,18.48,0.118
62.01,3606,0.5,4,,,,,,0.114
62.02,3671,100.0,4,,,,,,0.116
62.03,3642,67.0,4,,,,,,0.117
62.04,3617,1.3,4,,,,,,0.114
62.05,3688,98.6,4,,,,,,0.119
62.06,3615,0.1,4,,,,,,0.112
62.07,3663,100.0,4,,,,,,0.117
62.08,3708,100.0,4,,,,,,0.119
62.09,3687,0.0,4,,,,,,0.118
62.10,3673,99.9,4,88.66,96.39,33.4261273,-111.9281598,18.64,0.121
62.11,3644,0.0,4,,,,,,0.119
62.12,3651,23.1,4,,,,,,0.118
62.13,3609,0.0,4,,,,,,0.114
62.14,3595,1.2,4,,,,,,0.113
62.15,3564,0.0,4,,,,,,0.111
62.16,3655,100.0,4,,,,,,0.117
62.17,3711,98.8,4,,,,,,0.123
62.18,3634,0.0,4,,,,,,0.115
62.19,3702,99.3,4,,,,,,0.121
62.20,3748,99.6,4,88.68,96.22,33.4261199,-111.9281792,18.81,0.124
62.21,3656,0.0,4,,,,,,0.116
62.22,3653,100.0,4,,,,,,0.119
62.23,3626,0.0,4,,,,,,0.118
62.24,3647,99.7,4,,,,,,0.118
62.25,3690,100.0,4,,,,,,0.123
62.26,3586,0.0,4,,,,,,0.115
62.27,3686,100.0,4,,,,,,0.123
62.28,3590,0.0,4,,,,,,0.115
62.29,3611,99.0,4,,,,,,0.117
62.30,3707,100.0,4,88.98,96.22,33.4261125,-111.9281985,18.80,0.125
62.31,3732,46.2,4,,,,,,0.125
62.32,3699,0.0,4,,,,,,0.123
62.33,3708,100.0,4,,,,,,0.124
62.34,3723,100.0,4,,,,,,0.126
62.35,3641,0.0,4,,,,,,0.120
62.36,3691,99.2,4,,,,,,0.124
62.37,3747,98.9,4,,,,,,0.126
62.38,3753,99.8,4,,,,,,0.130
62.39,3746,1.0,4,,,,,,0.126
62.40,3753,100.0,4,88.63,96.25,33.4261047,-111.9282181,19.00,0.129
62.41,3687,0.0,4,,,,,,0.121
62.42,3696,100.0,4,,,,,,0.127
62.43,3636,0.0,4,,,,,,0.121
62.44,3738,99.4,4,,,,,,0.128
62.45,3668,0.0,4,,,,,,0.125
62.46,3684,0.0,4,,,,,,0.121
62.47,3744,98.7,4,,,,,,0.129
62.48,3772,100.0,4,,,,,,0.131
62.49,3644,0.5,4,,,,,,0.123
62.50,3767,98.6,4,88.89,96.08,33.4260970,-111.9282375,19.05,0.131
62.51,3675,0.6,4,,,,,,0.124
62.52,3689,100.0,4,,,,,,0.126
62.53,3698,66.2,4,,,,,,0.127
62.54,3713,0.0,4,,,,,,0.126
62.55,3722,100.0,4,,,,,,0.130
62.56,3697,0.5,4,,,,,,0.126
62.57,3760,100.0,4,,,,,,0.135
62.58,3726,0.0,4,,,,,,0.132
62.59,3696,0.0,4,,,,,,0.127
62.60,3699,65.0,4,89.01,96.40,33.4260891,-111.9282569,18.68,0.127
62.61,3664,0.2,4,,,,,,0.126
62.62,3727,100.0,4,,,,,,0.132
62.63,3808,99.8,4,,,,,,0.138
62.64,3736,1.4,4,,,,,,0.130
62.65,3756,100.0,4,,,,,,0.134
62.66,3767,9.5,4,,,,,,0.134
62.67,3717,0.0,4,,,,,,0.128
62.68,3692,31.6,4,,,,,,0.128
62.69,3755,100.0,4,,,,,,0.136
62.70,3753,0.7,4,88.79,96.28,33.4260810,-111.9282763,19.22,0.136
62.71,3717,0.0,4,,,,,,0.132
62.72,3811,100.0,4,,,,,,0.137
62.73,3787,0.8,4,,,,,,0.136
62.74,3730,1.1,4,,,,,,0.134
62.75,3707,0.0,4,,,,,,0.131
62.76,3801,99.7,4,,,,,,0.140
62.77,3749,0.7,4,,,,,,0.132
62.78,3824,98.6,4,,,,,,0.139
62.79,3846,99.9,4,,,,,,0.142
62.80,3800,0.9,4,89.00,96.05,33.4260727,-111.9282958,19.17,0.136
62.81,3810,98.6,4,,,,,,0.142
62.82,3860,100.0,4,,,,,,0.144
62.83,3804,0.0,4,,,,,,0.140
62.84,3806,100.0,4,,,,,,0.142
62.85,3722,0.0,4,,,,,,0.134
62.86,3794,99.6,4,,,,,,0.141
62.87,3781,22.5,4,,,,,,0.141
62.88,3735,0.3,4,,,,,,0.134
62.89,3782,100.0,4,,,,,,0.142
62.90,3859,99.3,4,88.96,96.37,33.4260643,-111.9283154,19.86,0.148
62.91,3853,0.0,4,,,,,,0.147
62.92,3779,0.0,4,,,,,,0.138
62.93,3818,99.8,4,,,,,,0.145
62.94,3849,55.6,4,,,,,,0.146
62.95,3858,0.8,4,,,,,,0.145
62.96,3790,0.0,4,,,,,,0.144
62.97,3756,0.5,4,,,,,,0.140
62.98,3820,100.0,4,,,,,,0.147
62.99,3849,0.0,4,,,,,,0.145
63.00,3883,100.0,4,88.74,96.41,33.4260557,-111.9283350,19.79,0.148
63.01,3805,0.0,4,,,,,,0.144
63.02,3831,22.4,4,,,,,,0.143
63.03,3774,0.8,4,,,,,,0.141
63.04,3842,100.0,4,,,,,,0.150
